UserID;NameFirst;NameLast;NameFormal;UsesFormalName;GoesToClient;Description;RatingCount;RatingSum;InfoPrice;InfoBonus;CityID;ServiceRange;TimeTable;Operational;SubjectsStr;IsShowcase
75;Katarzyna;Ilustracja;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;37;90z³;;24829;10;;1;"j. niemiecki;3;j. niemiecki;4";1
76;Damian;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;20;65;85z³;;24829;5;;1;"rysunek architektoniczny;4";1
77;Zuzanna;Obrazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;27;65z³;;28853;10;;1;"matematyka;1;matematyka;2";1
78;Patryk;Nazwiskowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;10;90z³;;28173;5;;1;"chemia;3";1
79;Patryk;Ilustruj¹cy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;32;65z³;;24829;0;;1;"chemia;1;chemia;2;biologia;1;biologia;2";1
80;Andrzej;Nazwiskowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;70;60z³;;39022;10;;1;"rysunek architektoniczny;4";1
81;Bartosz;Ilustruj¹cy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;3;8;75z³;;35420;15;;1;"chemia;1;chemia;2;biologia;1;biologia;2";1
82;Adrian;Nazwiskowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;18;70z³;Przyjmujê p³atnoœæ blikiem;29540;10;;1;"matematyka;1";1
83;Marian;Obrazowy;Korepetycje Pokazowe M. Obrazowy;1;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;3;15;60z³;;16122;10;;1;"biologia;1;biologia;2";1
84;Stanis³aw;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;24;95z³;;24829;5;;1;"pianino;4";1
85;Emilia;Przyk³adowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;11;24;100z³;;39791;10;;1;"chemia;3";1
86;Ewa;Ilustracja;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;9;37;45z³;;35467;20;;1;"fizyka;3";1
87;Teresa;Przyk³adowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;13;43;55z³;;38193;10;;1;"chemia;3;biologia;3";1
88;Zuzanna;Przyk³adowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;19;55;50-80z³ zale¿nie do miejscai  poziomu;;16122;10;;1;"matematyka;1";1
89;Bartosz;Kowalski;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;3;7;70z³;;40677;5;;1;"matematyka;1;matematyka;2;matematyka;3";1
90;Micha³;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;70;80z³;;29456;0;;1;"j. niemiecki;1;j. niemiecki;2";1
91;£ukasz;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;19;28;70z³;;28173;10;;1;"chemia;1;chemia;2";1
92;Bartosz;Ilustracyjny;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;11;30;45z³;;36779;15;;1;"biologia;1;biologia;2";1
93;Mateusz;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;7;9;95z³;;24829;20;;1;"matematyka;1";1
94;Patryk;Ilustruj¹cy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;16;56;40z³;;8458;10;;1;"j. hiszpañski;3;j. hiszpañski;4";1
95;Paulina;Ilustruj¹ca;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;19;73;65z³;;40677;5;;1;"chemia;3;chemia;4";1
96;Agnieszka;Tymczasowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;14;63;85z³;;35467;10;;1;"fizyka;1;fizyka;2;fizyka;3";1
97;Magdalena;Kowalska;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;10;29;45z³;;31958;5;;1;"matematyka;1";1
98;Emilia;Tymczasowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;20;63;55z³;;35467;0;;1;"algorytmika;4";1
99;Patrycja;Tymczasowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;14;48;40z³;;7032;10;;1;"chemia;1;chemia;2";1
